entrytype,entrysubtype,key,title,author,editor,sortname,journaltitle,booktitle,series,organization,presort,url,date,urldate,isbn,issn,publisher,location,pages,volume,number,keywords,addendum,abstract,annotation,SS Rec Type,SS UID,Link Text,Larger Work,ID,Type,Orig Date,,,,
inbook,,brown2009,North Arabian,Keith Brown and Sarah Ogilvie,,Brown,,Concise Encyclopedia of Languages of the World,,,,,2009,,,,Elsevier Ltd,Oxford,931-932,,,script-narb,,,,booksectn,qxt6gqxj96,,Concise Encyclopedia of Languages of the World,,,2009,,,,
misc,,brownie2009,Organised Phonology Data - Mussau-Emira,John Brownie and Marjo Brownie,,Brownie,,,,,,https://pnglanguages.sil.org/resources/archives/31289,2009,2023-09-07,,,,,,,,lang-emi,,"Outlines the phonemic inventory of Mussau-Emira, the current orthography, and gives examples of the different sounds in context.",Description of the phonology of Mussau-Emira and its current orthography,webpage,kzdupwbkx4,Organised Phonology Data - Mussau-Emira,PNG Languages,,,"Published 2009, accessed 2023-09-07",,,,
misc,,brunelle2008,"Diglossia, Bilingualism, and the Revitalization of Written Eastern Cham",Marc Brunelle,,Brunelle,,,,,,,2008,,,,,"San Jose, CA",,,,script-cham,,,Socio-cultural issues of Champa 175 Years after its disappearance,academic,n6rchp78bu,,,,,2008,,,,
online,,burkinshaw,Egyptian Hieroglyphics,C. I. Burkinshaw,,Burkinshaw,,,,,,http://www.psifer.com/hier.htm,,2010-02-23,,,,,,,,script-egyp,,,,webpage,zhkd8xb7k3,Egyptian Hieroglyphics,,,,Accessed 23 February 2010,,,,
inbook,,burnell1878,Modern Grantha (E. Grantha) and Tulu-Malayalam (W. Grantha),Arthur Coke Burnell,,Burnell,,Elements of South-Indian Palaeography,,,,,1878,,,,Bastian Books,Toronto,,,,script-gran,,,,booksectn,egaew9kywf,,Elements of South-Indian Palaeography,,,"First published in 1878, republished in 2008",,,,
misc,,cameroonian-ling-pub,Cameroonian linguistics publications,,,,,,,,,http://www.silcam.org/folder030401/page.php,,,,,SIL International,,,,,"lang-nnh, lang-bss, lang-azo, lang-bfd, lang-fub, lang-bqz, lang-bkc, lang-bkh, lang-bgj, lang-bmv, lang-bhs, lang-cuv, lang-dbq, lang-anv, lang-ekm, lang-ybb, lang-gou, lang-gmm, lang-gde, lang-xed, lang-kkj, lang-kzr, lang-dmo, lang-ndb, lang-ken, lang-knp, lang-lmp, lang-mcu, lang-tbf, lang-mqb, lang-meq, lang-mgo, lang-nfu, lang-mmu, lang-mif, lang-mlw, lang-mpi, lang-muy, lang-ncr, lang-jgo, lang-ngn, lang-lem, lang-yas, lang-udl, lang-pny, lang-pnz, lang-bag, lang-tvu, lang-mlr, lang-vut, lang-weh, lang-yav, lang-gnd",,,"This is a repository of academic papers relating to the languages of Cameroon, their phonologies and orthographies. The papers are primarily published by SIL Cameroon, but some work from other research institutions is also included here. The papers are organised by default alphabetically by language; they are also searchable by language, author, domain (e.g. orthography) and type (e.g. journal article). Some documents do not relate to a specific language but to general principles of African linguistics and orthography.",academic,xk6pp7gzmu,Cameroonian linguistics publications,,,paper,,,,,
book,,campbell2011,Concise Compendium of the World's Languages,George L. Campbell,,Campbell,,,,,,,2011,,0-415-47841-3,,Routledge,London,,,,"script-arab, script-beng, script-tfng, script-bugi, script-mymr, script-khmr, script-cyrl, script-deva, script-ethi, script-geor, script-grek, script-gujr, script-guru, script-hebr, script-hrkt, script-hira, script-jpan, script-kana, script-java, script-knda, script-kore, script-laoo, script-mlym, script-mong, script-sinh, script-taml, script-telu, script-thai, script-tibt, script-hang, script-hans, script-hant, script-armn, writing systems",,,"This book contains short entries on about a hundred languages. Articles are ordered alphabetically, and each has a standard structure for ease of reference, including: general historical and sociolinguistic introduction, writing system, sound system, grammatical system, sample scan from a publication.(CR)(CR)The book has an Appendix of Scripts. Each script entry is generally a chart of the characters as well as a transliteration. Most of the script entries have a small amount of explanatory text.",book,ja5hfkr9na,,,0-415-47841-3,,"First published 1995, Reprinted 1999.",,,,
online,,carian-stellae,Carian Stelae from Saqqara,,,,,,,Digital Egypt,,http://www.digitalegypt.ucl.ac.uk/saqqara/late/carian.html,,2011-09-27,,,,,,,,script-cari,,,"This page, produced by University College, London, presents four stelae (commemorative stone slabs) bearing inscriptions in the Carian script. These are accompanied by references to a book containing more information about the inscriptions.",webpage,kw9paswfcr,Carian Stelae from Saqqara,Digital Egypt,,,Accessed 2011-09-27,,,,
book,,chaîne1907,Grammaire éthiopienne,Marius Chaîne,,Chaîne,,,,,,,1907,,,,Imprimerie catholique,Beyrouth,,,,"script-ethi, lang-amh",,,This book was written (in French) to help people in their beginning study of the Ethiopian language.,book,mjtyl2btt4,,,,,1907,,,,
article,,chamberlain2008,Script selection for Tibetan-related languages in multiscriptal environments,Bradford Lynn Chamberlain,,Chamberlain,International Journal of the Sociology of Language,,,,,http://dx.doi.org/10.1515/IJSL.2008.039,2008,,,1613-3668,,,117-131,2008,192,script-tibt,,"Written development of Tibetan-related languages has seen an increase in recent years. When these languages are developed, the issue of script becomes very important. The Tibetan script has strong associations with the classical Tibetan language, and has been used primarily for writing Tibetan Buddhist religious works. As such, attitudes towards variation of its complex orthographic principles are quite conservative. In some regions (Tibet and Bhutan), the Tibetan orthography is clearly the preferable writing system for any written forms of these modern Tibetan languages.(CR)(CR)However, due to the conservative attitudes, adjusting the orthography to represent the reality of the modern languages can be a divisive exercise. In other regions where Tibetan-related languages are spoken (India, Nepal, and Pakistan), there are other scripts which may be considered in developing these modern Tibetan languages. Even in these situations the ethnolinguistic identity associated with the Tibetan script suggests that use of a modified Tibetan orthography is more acceptable than use of other scripts (though they may be more accessible). This article discusses some of the key issues involved in developing Tibetan languages in these multiscriptal environments, and gives examples from several such languages which are in varying stages of development.",A discussion of script choice among Tibetan-related languages.,journal,vn47cbwwjz,,International Journal of the Sociology of Language,1613-3668,,,,,,
online,,chaunier2000,Phonetic Transcription of French (Braille),Claude Chaunier,,Chaunier,,,,,,http://clauchau.free.fr/L/phonetics.html,2000-12-03,,,,,,,,,"script-brai, lang-fra",,,"This page shows the Braille letters needed for transcribing the French language, with sample words and equivalent IPA symbols provided to indicate the intended sound.",webpage,samr8rezar,Phonetic Transcription of French (Braille),,,,2000-12-03,,,,
online,,chaunier2001,The International Phonetic Alphabet in Black Print and in Braille,Claude Chaunier,,Chaunier,,,,,,http://clauchau.free.fr/L/phonalph.html,2001-01-16,,,,,,,,,script-brai,,,"This page shows the symbols of the IPA arranged by manner and place of articulation, and their Braille equivalents.",webpage,a55bn4qhs7,The International Phonetic Alphabet in Black Print and in Braille,,,,2001-01-16,,,,
book,,chen1985,Yi yu jian zhi 彝语简志 [Yi language brief description],Chen Shilin (陳士林) and Bian Shiming (邊仕明) and and Li Xiuqing (李秀清),,Chen,,,Zhongguo Shaoshu Minzu Yuyan Jianzhi Congshu 中国少数民族简志丛书,,,,1985,,,,Minzu Chubanshe 民族出版社,Beijing 北京,,,,"script-yiii, lang-iii",,"Part of the 间志 'brief description"" series of books describing minority language varieties in China. This is the classic work on Yi that set the trends for phonetic transcription of Liangshan Yi. Its way of dividing Yi dialects into 6 major categories is foundational to understanding how most Yi scholars talk about Yi dialects.",Overview of Yi language family (China),book,ajvt3sj7za,,Zhongguo Shaoshu Minzu Yuyan Jianzhi Congshu 中国少数民族简志丛书,,,1985,,,,
misc,,china1980,Yiwen Guifan Fang'an 彝文规范方案 [The Scheme for Standard Yi Writing],China State Council,,China,,,,,,https://www.degruyter.com/document/doi/10.1515/9781501511837-020/pdf,1980-08-01,,,,China State Council,,,,,"script-yiii, lang-iii",,"This description of the standard form of written Yi language was approved by the China State Council. The essential content is quoted in the front or back matter of Yi language dictionaries, such as 汉彝词典。1989:1133-1135（彝文版）1136-1139（汉文版）. It shows the phonemicization of the standard dialect, based on the speech of people in Xide, in southern Sichuan province. It also defines the syllabary symbols, romanization, punctuation, and conventions for transliteration.",Official description of the standard form of written Yi language. Available for purchase from the website.,academic,elmrb3cxsz,Chapter 20 Assessment of the theory and practice of the standardization of the Yi writing system,,,other,August 1980,,,,
online,,chola,"Chola at the Government Museum, Chennai",,,,,,,,,http://www.chennaimuseum.org/draft/gallery/01/04/inscrip2.htm,,2011-11-08,,,,,,,,script-qa32,,,"The Government Museum in Chennai has a sample inscription in the Chola script, which is available to view online by clicking the link below.",webpage,eq4an8c68j,"Chola at the Government Museum, Chennai",Government Museum Chennai,,,Accessed 2011-11-08,,,,
online,,chong,The Complete Official Guidelines of Transliteration and Romanization of Non-Latin Script Languag,Samuel Chong,,Chong,,,,,,http://www.certifiedchinesetranslation.com/openaccess/Complete-Official-Transliteration-Guidelines.html,,2025-11-21,,,,,,,,"analysis, transliteration",,,The web page contains a complete list of the official guidelines of transliteration and Romanization of non-Latin script languages.  Please feel free to contact me if you have any comments.,webpage,bgvvuxs9fr,The Complete Official Guidelines of Transliteration and Romanization of Non-Latin Script Languag,,,,,,,,
inbook,,clauson2002,The texts in Sogdian and Uygur Scripts,Gerard Clauson,,Clauson,,Studies in Turkish and Mongolian Linguistics,,,,,2002,,,,Routledge,London,100-105,,,script-sogd,,,,booksectn,jfa995wg4n,,Studies in Turkish and Mongolian Linguistics,,,2002,,,,
online,f,cldr,Unicode CLDR Project,,,,,,,Unicode,,https://cldr.unicode.org/,,2025-11-19,,,,,,,,"writing systems, locale data",,,,,,,Unicode,,,,,,,
online,f,cldr-langtags,Picking the Right Language Identifier,,,,,,,Unicode,,https://cldr.unicode.org/index/cldr-spec/picking-the-right-language-code,,2025-11-19,,,,,,,,"writing systems, locale data",,,,,,,Unicode,,,,,,,
online,f,cldr-spec,CLDR Specifications,,,,,,,Unicode,,https://cldr.unicode.org/index/cldr-spec,,2025-11-19,,,,,,,,"writing systems, locale data",,,,,,,Unicode,,,,,,,
online,f,cldr-submission,CLDR Process,,,,,,,Unicode,,https://cldr.unicode.org/index/process,,2025-11-19,,,,,,,,"writing systems, locale data",,,,,,,Unicode,,,,,,,
article,,clement2008,Emblems of independence: script choice in post-Soviet Turkmenistan,Victoria Clement,,Clement,International Journal of the Sociology of Language,,,,,http://dx.doi.org/10.1515/IJSL.2008.042,2008,,,1613-3668,,,171-185,2008,192,"script-cyrl, script-arab, script-latn, lang-tuk",,"Like so many societies that emerged from communism at the end of the twentieth century fortifying a local culture in order to extricate themselves from Moscow's influence, Turkmenistan replaced its script to symbolize a break from its Soviet past. The 1993–1995 plan to transition from Cyrillic to Latin anticipated Turkmenistan's new place in the international community. In exploring post-Soviet script change in Turkmenistan, this article illustrates the remarkable power of alphabets to denote, construct, and even memorialize a speech community's identity.",Discussion of alphabet reforms in Turkmenistan.,journal,ajfa78xrjw,Emblems of independence: script choice in post-Soviet Turkmenistan,International Journal of the Sociology of Language,1613-3668,,,,,,
online,,cochy,The handwritten font Pecita,Philippe Cochy,,Cochy,,,,,,http://pecita.eu/police-en.php,,2025-11-21,,,,,,,,"script-kana, script-grek, lang-ibo, lang-mkd, lang-afr, lang-grc, lang-rml, lang-ell, lang-lat, lang-pny, lang-ron, lang-tur, lang-vie",,See all the characters in the font and download it.,"The goal of this font is to faithfully reproduce handwriting without making major concessions to the criteria of readability, conformity and aesthetics.",webpage,dwnhhavd2w,Handwritten font with glyphs connected,,,,,,,,
book,,cohen1970,Traité de langue amharique (Abyssinie),Marcel Cohen,,Cohen,,,,,,,1970,,,,Institut d'ethnologie,Paris,,,,"script-ethi, lang-amh",,,A book on the Amharic language.,book,te3bw27bzl,,,,,1970 Seconde édition,,,,
book,,cohen1977,A New Dictionary of Sign Language,Enya Cohen and Lila Namir and I. M. Schlesinger,,Cohen,,,,,,,1977,,,,De Gruyter Mouton,The Hague,,,,"script-qaah, lang-isr",,,Employing the Eshkol-Wachman Movement Notation System in a dictionary of Israeli Sign Language.,book,err4d7kdsw,,,,,1977,,,,
